,Year_bp,StateAbbr_bp,StateDesc_bp,CityName_bp,GeographicLevel_bp,Category_bp,UniqueID_bp,Measure_bp,PopulationCount_bp,GeoLocation_bp,MeasureId_bp,Census Tract,Lat_bp,Lng_bp,Year_chol,StateAbbr_chol,StateDesc_chol,CityName_chol,GeographicLevel_chol,Category_chol,UniqueID_chol,Measure_chol,PopulationCount_chol,GeoLocation_chol,MeasureId_chol,Lat_chol,Lng_chol,Year_dbt,StateAbbr_dbt,StateDesc_dbt,CityName_dbt,GeographicLevel_dbt,Category_dbt,UniqueID_dbt,Measure_dbt,PopulationCount_dbt,GeoLocation_dbt,MeasureId_dbt,Lat_dbt,Lng_dbt,Year_obs,StateAbbr_obs,StateDesc_obs,CityName_obs,GeographicLevel_obs,Category_obs,UniqueID_obs,Measure_obs,PopulationCount_obs,GeoLocation_obs,MeasureId_obs,Lat_obs,Lng_obs,Total 18+ Population,Total 18+ Male Population,Total Male 18 to 24 years,Total Male 18 to 24 years Less than 9th grade,"Total Male 18 to 24 years 9th to 12th grade, no diploma",Total Male 18 to 24 years High school graduate,"Total Male 18 to 24 years Some college, no degree",Total Male 18 to 24 years Associate's degree,Total Male 18 to 24 years Bachelor's degree,Total Male 18 to 24 years Graduate or professional degree,Total Male 25 to 34 years,Total Male 25 to 34 years Less than 9th grade,"Total Male 25 to 34 years 9th to 12th grade, no diploma",Total Male 25 to 34 years High school graduate,"Total Male 25 to 34 years Some college, no degree",Total Male 25 to 34 years Associate's degree,Total Male 25 to 34 years Bachelor's degree,Total Male 25 to 34 years Graduate or professional degree,Total Male 35 to 44 years,Total Male 35 to 44 years Less than 9th grade,"Total Male 35 to 44 years 9th to 12th grade, no diploma",Total Male 35 to 44 years High school graduate,"Total Male 35 to 44 years Some college, no degree",Total Male 35 to 44 years Associate's degree,Total Male 35 to 44 years Bachelor's degree,Total Male 35 to 44 years Graduate or professional degree,Total Male 45 to 64 years,Total Male 45 to 64 years Less than 9th grade,"Total Male 45 to 64 years 9th to 12th grade, no diploma",Total Male 45 to 64 years High school graduate,"Total Male 45 to 64 years Some college, no degree",Total Male 45 to 64 years Associate's degree,Total Male 45 to 64 years Bachelor's degree,Total Male 45 to 64 years Graduate or professional degree,Total Male 65 years and over,Total Male 65 years and over Less than 9th grade,"Total Male 65 years and over 9th to 12th grade, no diploma",Total Male 65 years and over High school graduate,"Total Male 65 years and over Some college, no degree",Total Male 65 years and over Associate's degree,Total Male 65 years and over Bachelor's degree,Total Male 65 years and over Graduate or professional degree,Total 18+ Female Population,Total Female 18 to 24 years,Total Female 18 to 24 years Less than 9th grade,"Total Female 18 to 24 years 9th to 12th grade, no diploma",Total Female 18 to 24 years High school graduate,"Total Female 18 to 24 years Some college, no degree",Total Female 18 to 24 years Associate's degree,Total Female 18 to 24 years Bachelor's degree,Total Female 18 to 24 years Graduate or professional degree,Total Female 25 to 34 years,Total Female 25 to 34 years Less than 9th grade,"Total Female 25 to 34 years 9th to 12th grade, no diploma",Total Female 25 to 34 years High school graduate,"Total Female 25 to 34 years Some college, no degree",Total Female 25 to 34 years Associate's degree,Total Female 25 to 34 years Bachelor's degree,Total Female 25 to 34 years Graduate or professional degree,Total Female 35 to 44 years,Total Female 35 to 44 years Less than 9th grade,"Total Female 35 to 44 years 9th to 12th grade, no diploma",Total Female 35 to 44 years High school graduate,"Total Female 35 to 44 years Some college, no degree",Total Female 35 to 44 years Associate's degree,Total Female 35 to 44 years Bachelor's degree,Total Female 35 to 44 years Graduate or professional degree,Total Female 45 to 64 years,Total Female 45 to 64 years Less than 9th grade,"Total Female 45 to 64 years 9th to 12th grade, no diploma",Total Female 45 to 64 years High school graduate,"Total Female 45 to 64 years Some college, no degree",Total Female 45 to 64 years Associate's degree,Total Female 45 to 64 years Bachelor's degree,Total Female 45 to 64 years Graduate or professional degree,Total Female 65 years and over,Total Female 65 years and over Less than 9th grade,"Total Female 65 years and over 9th to 12th grade, no diploma",Total Female 65 years and over High school graduate,"Total Female 65 years and over Some college, no degree",Total Female 65 years and over Associate's degree,Total Female 65 years and over Bachelor's degree,Total Female 65 years and over Graduate or professional degree,GEO_ID_x,Total Households,"Income < $10,000","Income $10,000-$14,999","Income $15,000-$24,999","Income $25,000-$34,999","Income $35,000-$49,999","Income $50,000-$74,999","Income $75,000-$99,999","Income $100,000-$149,999","Income $150,000-$199,999","Income > $200,000",Median Income (dollars),Mean Income (dollars),GEO_ID_y,Total Population,Total Male,Total Female,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander population,Some Other Race Population,GEO_ID
118,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001857,High blood pressure among adults aged >=18 Years,21,"(30.4542409169, -97.6658834326)",BPHIGH,48453001857,30.4542409169,-97.6658834326,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001857,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,21,"(30.4542409169, -97.6658834326)",HIGHCHOL,30.4542409169,-97.6658834326,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001857,Diagnosed diabetes among adults aged >=18 Years,21,"(30.4542409169, -97.6658834326)",DIABETES,30.4542409169,-97.6658834326,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001857,Obesity among adults aged >=18 Years,21,"(30.4542409169, -97.6658834326)",OBESITY,30.4542409169,-97.6658834326,4693,2291,242,0,11,72,129,0,30,0,564,17,30,42,296,40,107,32,547,22,0,147,134,71,87,86,726,50,11,123,201,112,149,80,212,0,20,18,33,0,105,36,2402,103,0,0,21,82,0,0,0,705,43,14,152,227,104,114,51,604,0,63,51,121,208,161,0,777,46,72,280,133,42,136,68,213,0,16,16,78,0,43,60,1400000,2596,1.3,2.8,8.3,6.1,16.4,20.1,15.3,21.6,6.5,1.6,71492,78830,1400000,6723,3446,3277,4839,893,342,734,0,365,1400000
119,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002314,High blood pressure among adults aged >=18 Years,4467,"(30.2246964407, -97.7155120457)",BPHIGH,48453002314,30.2246964407,-97.7155120457,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002314,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4467,"(30.2246964407, -97.7155120457)",HIGHCHOL,30.2246964407,-97.7155120457,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002314,Diagnosed diabetes among adults aged >=18 Years,"4,467","(30.2246964407, -97.7155120457)",DIABETES,30.2246964407,-97.7155120457,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002314,Obesity among adults aged >=18 Years,"4,467","(30.2246964407, -97.7155120457)",OBESITY,30.2246964407,-97.7155120457,4262,2347,572,41,153,104,180,29,65,0,876,43,215,272,164,11,131,40,389,0,29,58,68,25,149,60,433,42,104,128,103,0,16,40,77,0,0,0,0,65,12,0,1915,461,0,31,89,258,0,67,16,812,69,86,193,161,13,234,56,215,0,44,49,87,20,15,0,370,31,21,189,31,0,72,26,57,44,0,0,0,0,13,0,1400000,2198,13.1,6.0,8.3,13.1,20.4,21.8,5.5,8.2,1.7,1.9,41594,52029,1400000,5112,2625,2487,3565,929,0,285,16,391,1400000
120,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002104,High blood pressure among adults aged >=18 Years,2867,"(30.314728019, -97.6965718144)",BPHIGH,48453002104,30.314728019,-97.6965718144,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002104,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2867,"(30.314728019, -97.6965718144)",HIGHCHOL,30.314728019,-97.6965718144,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002104,Diagnosed diabetes among adults aged >=18 Years,"2,867","(30.314728019, -97.6965718144)",DIABETES,30.314728019,-97.6965718144,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002104,Obesity among adults aged >=18 Years,"2,867","(30.314728019, -97.6965718144)",OBESITY,30.314728019,-97.6965718144,2504,1198,43,0,0,8,11,12,12,0,411,101,0,86,23,42,139,20,242,0,0,36,47,28,96,35,438,75,0,82,125,0,73,83,64,0,12,0,11,0,41,0,1306,73,0,0,32,30,0,11,0,327,0,39,86,33,9,91,69,295,0,33,48,72,0,82,60,436,39,0,23,64,30,199,81,175,6,9,25,20,31,40,44,1400000,1189,1.4,3.1,11.1,8.7,11.9,14.7,17.3,16.3,8.5,6.9,74009,88018,1400000,3618,1766,1852,2687,190,54,86,0,691,1400000
121,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002307,High blood pressure among adults aged >=18 Years,5270,"(30.2230763009, -97.7411141975)",BPHIGH,48453002307,30.2230763009,-97.7411141975,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002307,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5270,"(30.2230763009, -97.7411141975)",HIGHCHOL,30.2230763009,-97.7411141975,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002307,Diagnosed diabetes among adults aged >=18 Years,"5,270","(30.2230763009, -97.7411141975)",DIABETES,30.2230763009,-97.7411141975,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002307,Obesity among adults aged >=18 Years,"5,270","(30.2230763009, -97.7411141975)",OBESITY,30.2230763009,-97.7411141975,4891,2793,471,58,59,43,223,24,53,11,912,79,55,223,182,42,220,111,480,22,0,67,127,14,193,57,726,179,0,136,118,59,195,39,204,0,0,61,67,19,19,38,2098,247,27,21,29,121,40,9,0,717,144,99,35,146,61,209,23,450,51,0,81,202,0,40,76,484,61,119,54,134,95,21,0,200,73,16,35,20,3,53,0,1400000,2640,11.2,2.6,10.2,12.0,23.3,20.4,9.3,7.9,2.5,0.6,42176,52376,1400000,5849,3206,2643,4615,552,100,288,21,534,1400000
122,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000304,High blood pressure among adults aged >=18 Years,3045,"(30.3093759729, -97.7169057003)",BPHIGH,48453000304,30.3093759729,-97.7169057003,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000304,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3045,"(30.3093759729, -97.7169057003)",HIGHCHOL,30.3093759729,-97.7169057003,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000304,Diagnosed diabetes among adults aged >=18 Years,"3,045","(30.3093759729, -97.7169057003)",DIABETES,30.3093759729,-97.7169057003,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000304,Obesity among adults aged >=18 Years,"3,045","(30.3093759729, -97.7169057003)",OBESITY,30.3093759729,-97.7169057003,2658,1392,304,0,0,19,131,34,114,6,601,0,0,0,92,7,278,224,270,0,0,16,60,15,131,48,141,0,0,7,10,9,83,32,76,18,0,11,0,0,31,16,1266,219,0,10,30,65,0,114,0,539,0,0,19,65,10,254,191,177,0,0,0,38,0,81,58,226,0,24,58,10,0,102,32,105,35,0,35,10,0,16,9,1400000,1298,5.0,3.7,11.3,11.7,15.2,21.3,8.6,8.8,7.3,7.2,53644,84050,1400000,3029,1565,1464,2729,22,0,201,0,88,1400000
123,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001737,High blood pressure among adults aged >=18 Years,9971,"(30.2146083411, -97.8797963828)",BPHIGH,48453001737,30.2146083411,-97.87979638280001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001737,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,9971,"(30.2146083411, -97.8797963828)",HIGHCHOL,30.2146083411,-97.87979638280001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001737,Diagnosed diabetes among adults aged >=18 Years,"9,971","(30.2146083411, -97.8797963828)",DIABETES,30.2146083411,-97.87979638280001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001737,Obesity among adults aged >=18 Years,"9,971","(30.2146083411, -97.8797963828)",OBESITY,30.2146083411,-97.87979638280001,7782,3596,52,0,10,24,0,0,18,0,555,0,0,13,174,92,184,92,954,0,29,81,138,68,397,241,1637,0,1,212,132,92,756,444,398,0,11,15,43,0,134,195,4186,123,0,11,0,54,37,21,0,766,0,0,50,110,20,439,147,1076,0,37,140,122,82,430,265,1600,0,17,28,301,65,592,597,621,52,28,78,100,14,278,71,1400000,4182,0.9,1.8,2.4,1.0,11.9,15.1,12.5,24.1,12.4,17.9,109554,126597,1400000,10754,5123,5631,9553,305,135,956,0,68,1400000
124,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001756,High blood pressure among adults aged >=18 Years,3997,"(30.4261408587, -97.7697726347)",BPHIGH,48453001756,30.4261408587,-97.76977263469999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001756,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3997,"(30.4261408587, -97.7697726347)",HIGHCHOL,30.4261408587,-97.76977263469999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001756,Diagnosed diabetes among adults aged >=18 Years,"3,997","(30.4261408587, -97.7697726347)",DIABETES,30.4261408587,-97.76977263469999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001756,Obesity among adults aged >=18 Years,"3,997","(30.4261408587, -97.7697726347)",OBESITY,30.4261408587,-97.76977263469999,3593,1905,39,0,10,7,0,0,22,0,218,0,0,60,35,0,105,18,384,0,0,17,136,0,121,110,946,0,29,138,275,32,331,141,318,0,0,29,56,57,128,48,1688,128,0,29,25,53,21,0,0,225,0,0,22,45,22,99,37,462,0,19,23,77,6,177,160,616,25,10,75,102,70,224,110,257,60,0,18,64,17,54,44,1400000,1734,3.1,0.4,0.4,4.3,8.4,21.5,10.9,26.9,14.4,9.7,105256,113509,1400000,4413,2290,2123,3762,177,42,647,0,68,1400000
125,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001602,High blood pressure among adults aged >=18 Years,3301,"(30.2855533127, -97.7759300983)",BPHIGH,48453001602,30.2855533127,-97.7759300983,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001602,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3301,"(30.2855533127, -97.7759300983)",HIGHCHOL,30.2855533127,-97.7759300983,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001602,Diagnosed diabetes among adults aged >=18 Years,"3,301","(30.2855533127, -97.7759300983)",DIABETES,30.2855533127,-97.7759300983,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001602,Obesity among adults aged >=18 Years,"3,301","(30.2855533127, -97.7759300983)",OBESITY,30.2855533127,-97.7759300983,2863,1689,173,0,10,8,50,0,105,0,849,0,0,10,65,0,361,413,298,0,0,0,63,0,81,154,307,20,0,20,33,0,102,132,62,0,0,7,0,0,30,25,1174,153,0,0,0,11,0,121,21,491,0,0,0,0,0,217,274,242,29,0,0,35,23,60,95,193,0,0,6,29,0,72,86,95,0,0,0,7,6,25,57,1400000,1614,5.6,4.5,7.3,5.3,13.0,14.0,15.1,12.5,4.8,17.9,75625,116393,1400000,3277,1869,1408,2211,32,25,1049,0,6,1400000
126,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002410,High blood pressure among adults aged >=18 Years,3773,"(30.2057644766, -97.786665428)",BPHIGH,48453002410,30.2057644766,-97.78666542799999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002410,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3773,"(30.2057644766, -97.786665428)",HIGHCHOL,30.2057644766,-97.78666542799999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002410,Diagnosed diabetes among adults aged >=18 Years,"3,773","(30.2057644766, -97.786665428)",DIABETES,30.2057644766,-97.78666542799999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002410,Obesity among adults aged >=18 Years,"3,773","(30.2057644766, -97.786665428)",OBESITY,30.2057644766,-97.78666542799999,3484,1938,172,2,40,44,71,0,15,0,659,29,97,16,155,102,194,66,364,0,0,161,90,36,60,17,514,70,54,100,85,74,108,23,229,56,12,21,102,21,17,0,1546,73,0,0,30,19,0,24,0,565,8,39,207,59,79,121,52,199,38,50,8,31,0,56,16,479,59,57,127,105,21,72,38,230,21,25,107,33,25,19,0,1400000,1732,8.5,5.3,10.5,8.0,19.1,23.9,11.3,8.6,3.1,1.7,49263,57921,1400000,4253,2313,1940,3830,195,47,147,0,197,1400000
127,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001843,High blood pressure among adults aged >=18 Years,2272,"(30.3885473458, -97.6999972777)",BPHIGH,48453001843,30.3885473458,-97.6999972777,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001843,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2272,"(30.3885473458, -97.6999972777)",HIGHCHOL,30.3885473458,-97.6999972777,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001843,Diagnosed diabetes among adults aged >=18 Years,"2,272","(30.3885473458, -97.6999972777)",DIABETES,30.3885473458,-97.6999972777,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001843,Obesity among adults aged >=18 Years,"2,272","(30.3885473458, -97.6999972777)",OBESITY,30.3885473458,-97.6999972777,2039,1077,102,0,18,46,30,3,5,0,168,0,6,13,20,39,86,4,206,0,38,69,42,0,43,14,401,6,9,59,87,40,144,56,200,0,10,22,49,9,60,50,962,38,0,0,23,5,0,10,0,190,16,0,20,20,42,72,20,179,0,0,43,57,3,68,8,406,40,9,64,95,42,101,55,149,5,9,42,36,5,40,12,1400000,1002,2.0,1.0,4.7,9.0,7.9,30.7,17.9,17.3,4.0,5.6,68917,82669,1400000,2523,1268,1255,2074,128,61,283,0,85,1400000
128,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001912,High blood pressure among adults aged >=18 Years,2437,"(30.3333544667, -97.8115308042)",BPHIGH,48453001912,30.3333544667,-97.8115308042,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001912,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2437,"(30.3333544667, -97.8115308042)",HIGHCHOL,30.3333544667,-97.8115308042,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001912,Diagnosed diabetes among adults aged >=18 Years,"2,437","(30.3333544667, -97.8115308042)",DIABETES,30.3333544667,-97.8115308042,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001912,Obesity among adults aged >=18 Years,"2,437","(30.3333544667, -97.8115308042)",OBESITY,30.3333544667,-97.8115308042,3084,1511,99,0,12,36,15,0,36,0,179,0,0,11,55,0,73,40,339,0,0,0,66,5,95,173,583,12,0,7,0,3,222,339,311,0,0,10,10,0,100,191,1573,109,6,11,35,44,0,13,0,150,0,0,27,19,0,86,18,320,0,0,0,28,31,108,153,673,14,11,39,62,35,310,202,321,0,22,27,56,22,74,120,1400000,1461,5.1,0.8,1.1,3.6,7.1,12.7,6.1,11.1,8.5,44.0,151862,280670,1400000,3918,1881,2037,3460,25,17,494,0,58,1400000
129,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001818,High blood pressure among adults aged >=18 Years,5341,"(30.3602092627, -97.7222085004)",BPHIGH,48453001818,30.3602092627,-97.72220850040001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001818,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5341,"(30.3602092627, -97.7222085004)",HIGHCHOL,30.3602092627,-97.72220850040001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001818,Diagnosed diabetes among adults aged >=18 Years,"5,341","(30.3602092627, -97.7222085004)",DIABETES,30.3602092627,-97.72220850040001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001818,Obesity among adults aged >=18 Years,"5,341","(30.3602092627, -97.7222085004)",OBESITY,30.3602092627,-97.72220850040001,4440,2164,242,45,9,142,35,11,0,0,712,34,0,381,70,0,189,38,473,85,76,105,69,0,84,54,621,66,49,289,49,7,93,68,116,0,46,12,38,7,13,0,2276,281,46,61,0,174,0,0,0,556,36,54,180,0,27,204,55,518,152,0,158,68,0,51,89,552,56,120,70,155,0,128,23,369,0,59,127,44,7,98,34,1400000,2133,0.9,9.2,14.3,11.9,11.4,21.9,9.8,11.2,4.6,4.7,54176,70534,1400000,6166,3038,3128,3626,275,21,217,0,2236,1400000
130,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001714,High blood pressure among adults aged >=18 Years,11332,"(30.4232100942, -97.8280150091)",BPHIGH,48453001714,30.4232100942,-97.8280150091,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001714,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,11332,"(30.4232100942, -97.8280150091)",HIGHCHOL,30.4232100942,-97.8280150091,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001714,Diagnosed diabetes among adults aged >=18 Years,"11,332","(30.4232100942, -97.8280150091)",DIABETES,30.4232100942,-97.8280150091,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001714,Obesity among adults aged >=18 Years,"11,332","(30.4232100942, -97.8280150091)",OBESITY,30.4232100942,-97.8280150091,11835,5650,650,0,0,253,389,0,0,8,1158,28,0,85,464,0,514,67,1131,30,0,20,201,65,402,413,2159,0,26,351,216,66,750,750,552,0,0,47,150,0,175,180,6185,945,0,0,172,528,42,126,77,1222,0,0,161,320,57,382,302,1551,0,0,83,226,74,667,501,1791,0,18,93,278,147,789,466,676,52,22,139,175,25,168,95,1400000,5819,2.9,3.0,3.1,6.9,14.6,15.9,6.1,16.6,13.3,17.6,88951,124304,1400000,15804,7652,8152,10775,1131,79,3848,9,446,1400000
131,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000401,High blood pressure among adults aged >=18 Years,3574,"(30.288248219, -97.7250556275)",BPHIGH,48453000401,30.288248219,-97.7250556275,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000401,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3574,"(30.288248219, -97.7250556275)",HIGHCHOL,30.288248219,-97.7250556275,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000401,Diagnosed diabetes among adults aged >=18 Years,"3,574","(30.288248219, -97.7250556275)",DIABETES,30.288248219,-97.7250556275,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000401,Obesity among adults aged >=18 Years,"3,574","(30.288248219, -97.7250556275)",OBESITY,30.288248219,-97.7250556275,3740,1800,569,0,0,74,300,9,169,17,604,0,12,14,49,0,384,145,308,1,0,7,57,35,128,80,191,0,0,37,27,0,31,96,128,0,0,7,13,0,56,52,1940,687,0,13,41,376,0,235,22,797,0,0,19,70,18,542,148,195,0,0,22,32,12,92,37,196,0,0,0,23,0,63,110,65,0,0,11,12,0,9,33,1400000,1735,16.9,3.6,5.8,6.5,8.7,15.2,13.3,18.4,6.4,5.2,68850,87083,1400000,4087,1910,2177,3592,175,49,387,0,121,1400000
132,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001304,High blood pressure among adults aged >=18 Years,3614,"(30.2484064505, -97.7734337153)",BPHIGH,48453001304,30.248406450500003,-97.7734337153,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001304,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3614,"(30.2484064505, -97.7734337153)",HIGHCHOL,30.248406450500003,-97.7734337153,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001304,Diagnosed diabetes among adults aged >=18 Years,"3,614","(30.2484064505, -97.7734337153)",DIABETES,30.248406450500003,-97.7734337153,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001304,Obesity among adults aged >=18 Years,"3,614","(30.2484064505, -97.7734337153)",OBESITY,30.248406450500003,-97.7734337153,3669,2050,144,0,24,7,61,0,52,0,729,0,53,20,151,22,451,32,600,0,90,75,82,35,165,153,468,0,0,62,32,31,171,172,109,0,17,25,0,0,44,23,1619,91,0,0,26,21,0,44,0,605,0,0,42,80,27,304,152,386,0,56,9,35,52,111,123,398,0,0,24,63,40,116,155,139,1,32,26,11,0,23,46,1400000,2055,3.8,0.5,6.7,8.5,7.1,17.9,12.6,18.1,9.8,15.0,86458,117011,1400000,4351,2440,1911,4200,27,58,155,0,65,1400000
133,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002308,High blood pressure among adults aged >=18 Years,6353,"(30.229013308, -97.7521619377)",BPHIGH,48453002308,30.229013308000003,-97.75216193770001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002308,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6353,"(30.229013308, -97.7521619377)",HIGHCHOL,30.229013308000003,-97.75216193770001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002308,Diagnosed diabetes among adults aged >=18 Years,"6,353","(30.229013308, -97.7521619377)",DIABETES,30.229013308000003,-97.75216193770001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002308,Obesity among adults aged >=18 Years,"6,353","(30.229013308, -97.7521619377)",OBESITY,30.229013308000003,-97.75216193770001,5795,3086,740,0,18,181,445,8,88,0,1252,28,96,252,145,48,555,128,395,0,16,42,186,0,47,104,486,22,0,114,132,51,147,20,213,35,18,43,29,11,14,63,2709,834,0,28,113,657,8,28,0,950,23,19,102,209,0,394,203,404,74,16,89,9,52,103,61,315,31,17,15,162,0,34,56,206,14,60,12,53,19,28,20,1400000,2620,13.2,3.0,14.3,11.3,11.3,16.7,10.8,11.6,7.2,0.5,41844,58366,1400000,6851,3761,3090,6021,359,228,247,0,152,1400000
134,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001501,High blood pressure among adults aged >=18 Years,4787,"(30.3465767365, -97.7433025334)",BPHIGH,48453001501,30.3465767365,-97.7433025334,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001501,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4787,"(30.3465767365, -97.7433025334)",HIGHCHOL,30.3465767365,-97.7433025334,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001501,Diagnosed diabetes among adults aged >=18 Years,"4,787","(30.3465767365, -97.7433025334)",DIABETES,30.3465767365,-97.7433025334,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001501,Obesity among adults aged >=18 Years,"4,787","(30.3465767365, -97.7433025334)",OBESITY,30.3465767365,-97.7433025334,4251,2139,133,24,15,33,34,0,27,0,305,0,0,16,53,19,165,52,561,13,0,0,177,0,162,209,776,0,0,145,48,74,272,237,364,0,44,0,75,30,64,151,2112,57,0,25,0,0,15,17,0,318,0,0,20,49,18,110,121,460,0,0,0,47,0,231,182,830,0,0,95,91,51,374,219,447,0,15,112,40,28,181,71,1400000,2323,4.5,1.7,8.0,5.1,7.3,9.7,13.3,22.8,12.9,14.8,101250,113168,1400000,5413,2725,2688,5226,59,19,118,0,67,1400000
